drug,condition,review,rating,effect,full_review,reviewLength,textBolbSubjectivity,textBolbPolarity,textBolbSentiment,vaderPolarity,vaderSentiment
Metoprolol,For Atrial Fibrillation,"slight headache back head neck bothered me. thought sweets diet drink diet. month went see dr. nurse taking blood pressure hurt real bad told her, looked took again. turned could numbers shocked top number. dont remember bottom number was. called dr. prescribed metoprolol told get it. took days back normal. take blood thinner,i guess do?",1,,"I had slight headache on back of head and neck  which bothered me.  I thought it was sweets or diet drink or my diet. Then after a month I went to see a dr. and her nurse was taking my blood pressure and it hurt real bad and I told her, she looked and took it again. She turned so I could my numbers and I was shocked the top number was 209.  I dont remember what the bottom number was. I called the dr. that had prescribed the metoprolol and he told me to get off it. It took 3-4 days for it to back to normal. I do take a blood thinner,I guess that will have to do?",339,0.44523809523809527,-0.17380952380952383,Negative,-0.7964,Negative
Metoprolol,For High Blood Pressure,took toporol er blood pressure went instead hours. pharmacist said adverse reaction. issue propranolol years ago. beta blockers. didn’t work me.,1,,I took toporol er and my blood pressure went up instead of down after 6 hours it was 180105. Pharmacist said it was an adverse reaction. I had the same issue with propranolol 5 years ago. They are both beta blockers. Didn’t work for me.,144,0.0,0.0,Negative,-0.5719,Negative
Metoprolol,For Supraventricular Tachycardia,changed atenolol metropolol er succinate mg choice. transition smooth. taking atenolol svts. added magnesium daily dose research svts. stomach bloating atenolol reduced sleep improved. im mid distance runner hr upper. feeling good.,4,,Changed from atenolol 50mg to metropolol er succinate 25 mg not by choice.  Transition very smooth.  Was taking atenolol for SVTs.  I added magnesium to my daily dose after some research on SVTs.  Stomach bloating from atenolol reduced and my sleep improved. Im a mid distance runner with HR in the upper 50s.  Feeling very good.,231,0.22000000000000003,0.22000000000000003,Poitive,0.7579,Poitive
Metoprolol,Toprol-XL (metoprolol) for Mitral Valve Prolapse,put together reading side effects realize toprol xl causing rapid weight gain severely swollen ankles. worked great keeps mitral valve prolapse symptoms control weight swelling issues stopped. guess look another medicine.,4,,Just put 2 and 2 together after reading side effects and realize that the Toprol XL was causing my rapid weight gain and severely swollen ankles. It has worked great and keeps the Mitral Valve Prolapse symptoms under control but the weight and swelling issues have to be stopped. I guess I have to look for another medicine.,221,0.75,0.8,Poitive,0.5574,Poitive
Metoprolol,For Supraventricular Tachycardia,"first svt undiagnosed. episodes lasted hours. episodes occurred timesmonth. average bpm upon reaching bpm would start loose consciousness. tried varieties maneuvers trigger svt stop none worked. laster longer hour transported er given adenosine restart heart. given rx metoprlol tartrate months first ablation. started days ablation, episodes bumped second ablation. unsuccessful, id switched ace-inhibitor.",3,,"I first had SVT when I was 13 but undiagnosed until 18. I had episodes that lasted 1-36 hours. Episodes occurred 1-5 timesmonth. Average BPM was 190 and upon reaching 235  BPM I would start to loose consciousness. I tried all varieties of maneuvers to trigger the SVT to stop but none worked. If it laster longer than an hour I was transported to the ER where I was given Adenosine to restart my heart. I was given an Rx for Metoprlol Tartrate a few months before my first ablation when I was 20. I was started on 25mgday. 9 days after my ablation, I had more episodes and was bumped up to 50mg, 100mg, then 150mgday before my second ablation when I was 21. Had it been unsuccessful, Id have been switched to an Ace-inhibitor.",407,0.26717948717948714,0.05461538461538462,Poitive,-0.6369,Negative
Metoprolol,For High Blood Pressure,"taking metoprolol year half. tell time day since taken dose. heart rate increases, feel blood pressure increase point feeling pulse fingertips example. know either pm. times take drug minutes later well. thanks doctor.",5,,"Been taking metoprolol for about a year and a half. I can just about tell you the time of day it is since I have been taken a dose. Heart rate increases, I can feel my blood pressure increase to the point of feeling my pulse in my fingertips for example. I know it is either 7:00 am or 7:00 pm. These are the times I take this drug. 30 minutes later all is well. Thanks doctor.",218,0.12222222222222223,0.011111111111111118,Poitive,0.6808,Poitive
Metoprolol,For Supraventricular Tachycardia,"supraventricular tachy arrhythmia runs family years old doctor yelled heart attack, thought one thought one. nurse calmed down. obviously compensated long. so, till. heart rate minute time. could compensate. told go heart medicines. allergic lot things respond well things. dying trying beta blockers put corgard worked perfect. insurance cover it put metoprolol scared. hope works well problems.",1,,"Supraventricular Tachy with Arrhythmia runs in our family. When I was 6 years old a Doctor yelled heart attack, I thought he was having one and he thought I was having one. The nurse calmed him down. I obviously compensated from having it so long. So, that was how it was till I was about 28. Then my heart rate was 180 a minute all the time. I could not compensate. I was told to go on heart medicines. I am allergic to a lot of things and do not respond well to things. So after about dying from trying beta blockers I was put on Corgard which worked perfect. Now my insurance will not cover it. I am 56 and just put on Metoprolol and scared. I hope it works well and I have no problems.",396,0.47777777777777775,0.17888888888888888,Poitive,0.3612,Poitive
Metoprolol,For Atrial Fibrillation, years ago first afib heart beat. keeped night iv slowed heart sometime night reset self. take metoprolol twice day. morning night. doc said needed take more. first taken metoprolol got tired. took weeks get feeling. dont get tired. heart beat. still get afib bad did,4,,"4 years ago i had my first Afib 200 heart beat.   they keeped me over night with IV in me and slowed the heart down to about 120   sometime over night it reset its self.

I take Metoprolol  twice a day.  Morning and Night.   and the Doc said if needed take 1 more.

when I first was taken Metoprolol I got tired.  and it took a few weeks to get over that feeling.    But now I dont get tired.  My heart beat is about 65.  

I do still get Afib but not as bad as i did.   I am 47",267,0.5388888888888889,-0.08333333333333331,Negative,-0.8316,Negative
Metoprolol,For High Blood Pressure,taking mg extended release daily around noon also amlodopine besylate am. assists lowering blood pressure around around. keep heart rate exercise actually go longer inappropriate sinus tachycardia minimized. originally prescribed assist outbursts physiologically induced sinus tachycardia ive since starting metoprolol.,3,,"Taking 25 mg extended release daily around noon and also amlodopine besylate in AM. Assists in lowering blood pressure from around 14080 to around 13070. It does keep my heart rate down so when I do exercise I can actually go for longer because my inappropriate sinus tachycardia is minimized. 

I was originally prescribed this to assist in outbursts of physiologically induced sinus tachycardia of which Ive not had since starting metoprolol.",319,0.2375,0.09375,Poitive,-0.4939,Negative
Metoprolol,For Atrial Fibrillation,little tired forgetful well. seem common side effects metoprolol. also take flecainide side effects metoprolol hard tell medication causing this. sometimes little hard focus together seem help atrial fibrillation.,4,,I am a little tired and forgetful as well.  Those seem to be the most common side effects of metoprolol.  I also take flecainide and it has some of the same side effects as metoprolol so its hard to tell which medication is causing this.  Sometimes a little hard to focus but together they seem to help with the Atrial fibrillation. ,213,0.5261904761904762,-0.25119047619047624,Negative,-0.176,Negative
Metoprolol,For High Blood Pressure,"vsd, bi-cuspid aortic valve mirtal valve regurgitation years old taking metoprolol year result tachycardiapalpitations experienced back. pre-hypertension) nearly life due enlarged heart caused hearts inefficiency defects. metoprolol seems controlled arrhythmias, although get one time time, nothing duration. noticed substantial decrease energy levels, making quite difficult lose extra carrying around. work regularly lost single pound. really impacted blood pressure all. take twice daily.",3,,"I have VSD, a bi-cuspid Aortic valve and Mirtal valve regurgitation. I am 37 years old and have been taking metoprolol for about 1 year as a result of some tachycardiapalpitations I experienced a while back.  I have had pre-hypertension (13980) nearly all my life due to an enlarged heart caused by my hearts inefficiency from its defects.  Metoprolol seems to have controlled the arrhythmias, although I will get one from time to time, but nothing of any duration. I have noticed a substantial decrease in energy levels, making it quite difficult to lose the extra 50lbs I am carrying around.  I work out regularly but I have not lost a single pound. It has not really impacted my blood pressure at all. I take 25mg twice daily.",491,0.31510989010989016,0.04577922077922078,Poitive,-0.894,Negative
Metoprolol,Toprol-XL (metoprolol) for Supraventricular Tachycardia,"put daily little year ago seemed work wonders good while. due issues though increased dose day pretty much tired day, least walk stairs pass heart doesnt feel like leap chest... kind price pay deal svt. hoping tiredness wears soon.",3,,"I was put on 25mg once daily a little over a year ago and it seemed to work wonders for a good while. Due to some other issues though we increased my dose to 100mg a day and I am pretty much tired most of the day, but at least I can walk up stairs and not pass out or my heart doesnt feel like it will leap out of my chest... kind of the price to pay not to deal with the SVT. Hoping the tiredness wears off soon.",231,0.559375,0.06718749999999998,Poitive,0.8398,Poitive
Metoprolol,For High Blood Pressure,"took way much nasal decongestant.... blood pressure heart rate shooting roof could sleep, doctor put day wow! diff! like night day, calm anxiety too, trouble sleeping sometimes",5,,"I took way too much nasal decongestant.... my blood pressure and heart rate was shooting through the roof and I could not sleep at all for 3days, so the doctor put me on 25mg once a day and wow! what a diff! like night and day, calm anxiety too, but I have trouble sleeping sometimes",176,0.5375,0.1140625,Poitive,0.555,Poitive
Metoprolol,For High Blood Pressure,"dropped systolic bit, diastolic week two. third week experiencing consistent erectile dysfunction (ed). occasional runs, stuffy nose aches pains ok live with, consistent ed not, least me. grows semi hard, half size really am, takes x longer. interesting factory doesnt list effect. im hoping doc switches bysytolic, side effects, maybe life back",3,,"Dropped systolic a bit, and diastolic in a week or two. But by third week I was experiencing  consistent erectile dysfunction (ED).  The occasional runs, stuffy nose and aches and pains are ok to live with, but consistent ED is not, at least for me.  It just grows semi hard, half the size I really am, and takes 3-4 x longer.
Interesting that the factory doesnt list this effect.
Im hoping doc switches me to  bysytolic, very few side effects, maybe have my life back",345,0.2861111111111111,0.12733585858585858,Poitive,-0.0772,Negative
Metoprolol,Lopressor (metoprolol) for Supraventricular Tachycardia,"recently began taking metoprolol months ago elevated resting heart rate avg) i’m pleased & relieved results. worked almost immediately lowest dose available. resting hr. now, dr try singularly treat elevated hr & high bp, ineffective bp. so, put low dose lisinopril well bp went avg avg. highly recommend metoprolol treatment tachycardia (high heart rate).",5,,"I recently began taking metoprolol about 2 months ago for an elevated resting heart rate (90-110 avg) and I’m VERY pleased & relieved with the results. Worked almost immediately with the lowest dose available. Now my resting hr is between 60-75. Now, my dr did have me try it singularly to treat my elevated hr & high bp, but it was ineffective on my bp. So, he put me on low dose of lisinopril as well and my bp went from 150-110 on avg, to 11565 avg. I highly recommend Metoprolol for treatment of tachycardia (high heart rate).",356,0.51,0.19714285714285712,Poitive,0.7841,Poitive
Metoprolol,For High Blood Pressure," yo male. taking mg x day starters. slight unsteadiness feet walking. occasional anxiety attacks last minute. effect sexual performance, fact think helped. better lisinopril (bad heartburn stomach burning) calan.",4,,"66 yo Male.  Taking 25 mg 1 x day for starters.  Slight unsteadiness on my feet while walking.  Occasional anxiety attacks that last about 12 minute.  Has not had any effect on sexual performance, in fact I think it has helped.  Better than lisinopril (bad heartburn and stomach burning) and Calan.",212,0.3511904761904762,0.019047619047619074,Poitive,-0.1779,Negative
Metoprolol,Metoprolol Succinate ER (metoprolol) for Supraventricular Tachycardia,"prescribed day post afibflutter ablation rate control healing month so. ive taken regular non er version similar reasons coming afibflutter usually stop soon due dropping rate bp low end normal ranges. far er tabs seem aggressive that, im sure ill make full recovery time them. havent loopiness fog ive non er version cut half day.",3,,"Prescribed 50mg day for post AFibflutter ablation rate control while healing for a month or so.  Ive taken the regular non ER version before for similar reasons after coming out of AFibflutter but usually had to stop very soon due to dropping rate and BP below the low end of the normal ranges.  So far the ER tabs seem to be not as aggressive on that, but Im not sure if Ill make the full recovery time with them.    I havent had any of the loopiness or fog that Ive had with the non ER version which were 25s cut in half 2x day.",331,0.5143162393162393,0.005303030303030302,Poitive,-0.7579,Negative
Metoprolol,For High Blood Pressure,"brought blood pressure check. downside ed. one pill party month more. cialis wont undo either. stuff wear love life starts again. begin work again, spaghetti better least another months. stopped taking thats long took return normal. im enalapril now. works good dang cough driving nuts. looking something else.",4,,"It brought the blood pressure into check, 12075. The downside for me was ED. ONE pill of this and the party was over for a month or more. And cialis wont undo it either. This stuff has to wear off before the love life starts again. And when it does begin to work again, Spaghetti is better than you are for at least another 1-5 months. Stopped taking it and thats how long it took me to return to normal. Im on Enalapril now. It works good too but the dang cough is driving me nuts. Looking for something else.",310,0.5214285714285715,0.2857142857142857,Poitive,0.743,Poitive
Metoprolol,Metoprolol Tartrate (metoprolol) for High Blood Pressure,"taking high bp. take mg , split morning night. sick non stop coughing , runny nose , feels like face full lips swollen, burning red. took covid test even though im vaccinated negative. thats sick feel. felt losartan doctor took one. dont know next. terrible drug me. controlled bp side effects awful me.",1,,"I am taking this for high bp. I take 25 mg , split into morning and night. I am so sick with non stop coughing , runny nose , feels like my face is full and my lips are swollen, burning  and red. I took a covid test even though Im vaccinated and it was negative. Thats how sick I feel. 
I felt the same on losartan and doctor took me off that one. I dont know what to do next. Terrible drug for me. Its controlled my bp but the side effects are awful for me.",303,0.5782539682539682,-0.3576190476190476,Negative,-0.8872,Negative
Metoprolol,Lopressor (metoprolol) for High Blood Pressure,fourth blood pressure pill me. feels like partly working. blood pressure problems usually happening anxiety attacks doctors says dont know why.,2,,It is fourth blood pressure pill for me. It feels like it is only partly working. My blood pressure problems are usually happening after anxiety attacks of which doctors says I have but dont know why.,143,0.125,-0.125,Negative,-0.802,Negative
Metoprolol,For High Blood Pressure,"began taking medication high blood pressure month ago. daily migraines gone, readings back normal, sleeping great real complaints. hope weight gain cant afford it. one thing noticing itching around neck elbow joints.",4,,"Began taking this medication for high blood pressure about a month ago. My daily migraines are gone, readings are back to normal, I have been sleeping great and have no real complaints. I hope there will not be a weight gain cant afford it. The one thing I am noticing is itching around my neck and elbow joints.",216,0.37333333333333335,0.21833333333333335,Poitive,0.7579,Poitive
Metoprolol,For High Blood Pressure,"taking metoprolol around years, recently going. bp crazy high tachycardia quite bad beforehand. helped hell lot l tiredness almost daily. tachycardia bouts recently also weird fluttering feeling past weeks. bp still little doc advised take l started taking past hours. far fluttering palpitation feeling! also longer suffer migraines!!!",4,,"I have been taking metoprolol for around 2 years, just recently going from 50mg to 100mg. My BP was crazy high with tachycardia quite bad beforehand. They have helped me a hell of a lot but l do have tiredness almost daily. I had no tachycardia bouts until recently and also weird fluttering feeling over the past few weeks. BP was still up a little so my doc has advised me to take 100mg which l have only started taking over the past 24 hours. So far no fluttering or palpitation feeling! I also no longer suffer with migraines!!!",336,0.5096969696969696,-0.1893963068181818,Negative,-0.9447,Negative
Metoprolol,For Atrial Fibrillation,"recently switched metaprolol mg day brand name toprol xl & found negative side effects- fatigue, low blood pressure, dizziness, nausea- much less. still feel little hours take it- figure slight withdrawal effect, lasts min. & dont every day. took generic ( manufacturer, par) felt roller coaster, & day. time release delivery feels much smoother brand name, toprol- recommend it. all, works well, keeps heart sinus rhythm, tough drug take.",4,,"I recently switched from metaprolol, 12 of 25 mg day to brand name Toprol xl & have found the negative side effects- fatigue, too low blood pressure, dizziness, nausea- to be much less. I still feel a little of that about 12 hours after I take it- I figure that is a slight  withdrawal effect, it lasts about 30-45 min. & I dont have it every day. When I took the generic ( manufacturer, PAR) I felt on a roller coaster, up & down all day. The time release delivery feels to be much smoother with the brand name, toprol- I recommend it. All in all, it works well, keeps my heart in sinus rhythm, but its a tough drug to have to take.",439,0.30185185185185187,-0.11219135802469135,Negative,-0.7003,Negative
Metoprolol,For Mitral Valve Prolapse,"started taking toprol admitted hospital days ago. told mitral valve proplase needed take daily. helped slowing rapid heart beat side effects almost unbearable. hardly slept, taking medicine get short breath feel like im anxiety attack, take medicine bedtime. mornings wake first two three hours feel shaky, sweaty, nauseous, extremely dizzy. regular md took daily still cant sleep feel anxious. first day taking well see feel morning.",2,,"I started taking 50mg of Toprol after being admitted to the hospital 6 days ago. I was told I had Mitral Valve Proplase and that I needed to take 50mg daily. It has helped in slowing my rapid heart beat down but the side effects have almost been unbearable. I have hardly slept, after taking the medicine I get short of breath and feel like Im having an anxiety attack, and I take the medicine at bedtime. In the mornings when I wake for the first two to three hours I feel shaky, sweaty, nauseous, and extremely dizzy. My regular MD took me down to 25mg once daily and I still cant sleep and feel anxious. This is the first day taking 25mg so well see how I feel in the morning.",434,0.40852564102564104,-0.05,Negative,-0.2853,Negative
Metoprolol,For High Blood Pressure,"taking metoprolol xl yr. hypertension ... helped lower bp, side effects ... issues like hoarseness apparent reason, occasional fatigue & occasional dizziness ... times lowers heart rate feel dizzy like passing (especially mornings) talk pcp see switch experiment another med. opinion, bp meds side effects",3,,"I have been taking 50mg of metoprolol XL for about a yr. for hypertension ... while it has helped lower my BP, I have side effects ... issues like hoarseness for no apparent reason, occasional fatigue  & occasional dizziness ... at times lowers my heart rate that I feel dizzy like passing out (especially in mornings) I will talk to my pcp see if can switch  experiment with another med.  In my opinion, all BP meds have side effects",305,0.4,0.0125,Poitive,-0.1531,Negative
Metoprolol,For Angina,quadruple bypass taking metropolol years recently dose milligrams times day moved high altitude location. drug worked fine never want switch. hope helps someone else there.,5,,I had a quadruple bypass and I have been taking metropolol for 9 years now and have just recently had to up my dose to 50 milligrams 3 times a day because I moved to a high altitude location.  This drug has worked for me just fine and I never want to switch.  Hope it helps someone else out there.,172,0.43,0.1922222222222222,Poitive,0.1955,Poitive
Metoprolol,For Atrial Fibrillation,"taking metoprolol three years. one episode two years ago, went er converted iv something got there. started taking milligrams metoprolol twice day lose dose aspirin day. another episode last september. gave fleccinide (spelling?) reversed own. first time, stressful day, drank huge amount coffee, didnt sleep well night before. second time, mowed front back yard five minutes stationary bike. that, metoprolol controlled try avoid stress, sleep well, dont mow yards once. side effect fatigue.",4,,"I have been taking Metoprolol for three years.  I had one episode two years ago, went to ER and it converted with an IV of something.  Was up to 170 when I got there.  I started taking 25 milligrams of Metoprolol twice a day and a lose dose aspirin once a day.  I had another episode last September.  They gave me Fleccinide (spelling?) and it reversed on its own.  The first time, I had very stressful day, drank huge amount of coffee, and didnt sleep well the night before.  The second time, I mowed both the front and back yard and did five minutes on stationary bike.  Other than that, the metoprolol has controlled it and I try to avoid stress, sleep well, and dont mow both yards at once.  The only side effect I have is fatigue.",492,0.3833333333333333,0.20833333333333334,Poitive,-0.9067,Negative
Metoprolol,For Migraine Prevention,use metoprolol migraine prevention. helps lot sometimes feel dizzy especially getting exercising. also lower body temperature average side effects started terrible. overall though im glad started taking went days would migraine free getting per month (depending weather),4,,I use metoprolol for migraine prevention. It helps a lot but sometimes I feel dizzy especially when getting up and while exercising. I also have a lower body temperature than average and the side effects when I started were terrible. Overall though Im glad I started taking it as I went to having very few days where I would be migraine free to now only getting 0-3 per month (depending on weather),270,0.7000000000000001,-0.04166666666666665,Negative,0.4019,Poitive
Metoprolol,For Supraventricular Tachycardia,placed medication metoprolol four days ago noticed huge difference heart rate. supraventricle tachycardia heart rate went bpm past thursday stress echo test. administer adesonine slow heart sent hospital ambulance. hoping put behind life saving medication!,5,,I have been placed on this medication metoprolol only four days ago and I noticed a huge difference in my heart rate. I have supraventricle tachycardia and my heart rate went up to 272 bpm this past Thursday during a stress echo test. They had to administer adesonine to slow my heart down and was sent to hospital by ambulance. I am hoping I can put that all behind me now with this life saving medication!,256,0.5625,-0.16249999999999998,Negative,0.3802,Poitive
Metoprolol,For High Blood Pressure,metoprolol excellent beta blocker fitted condition. used several categories beta blocker high blood pressure effective one drug. slowly released excellent efficacy. draw back nightmares crosses blood brain barrier. still got used night mares.,4,,Metoprolol is an excellent beta blocker that fitted my condition. I have used several categories of beta blocker for my high blood pressure but the only effective one was this drug. It is slowly released with excellent efficacy. The only draw back is nightmares as it crosses the blood brain barrier. I am still on it but I have got used to those night mares.,242,0.5342857142857143,0.3514285714285714,Poitive,0.8316,Poitive
Metoprolol,Metoprolol Tartrate (metoprolol) for High Blood Pressure,"started different bp medicine one day yelling son heart began racing, thought heart attack got real dizzy mom took hospital. ran tests fine, later began waking racing heart. days believe stress, doc changed meds metoprolol. ive years, one point lost made bp low taken year got stressful situation vitals back put back on. never issues pill keeps bp normal sometimes low heart rate always lownormal. somedays gets low low ill get jump around lol know thats bad dont like low. first began pill tired, nauseous dizzy body used now. never heart attack heart problems took many tests even wore monitor month.",5,,"I started on a different bp medicine and one day I was yelling at my son and my heart began racing, I thought I was having a heart attack I got real dizzy so my mom took me to the hospital. They ran tests and I was fine, a while later I began waking up with a racing heart 140s. For a few days I believe it was just stress, but my doc changed my meds to Metoprolol. Ive been on it for 10 years, at one point I lost 30lbs and it made my BP too low so I was taken off it for a year then got into a stressful situation and vitals back up so they put me back on. I never had any issues with this pill it keeps my BP normal and sometimes low and my heart rate is always lownormal. Somedays it gets too low in the low 60s and Ill get up and jump around lol I know thats not bad but for me I dont like it that low. When I first began the pill I was tired, nauseous and dizzy but my body is used to it now. I never had a heart attack nor heart problems and I took many tests even wore a monitor for a month.",603,0.41388888888888886,0.03981481481481483,Poitive,-0.9851,Negative
Metoprolol,For Atrial Fibrillation,started taking days ago af find makes really tired hours take it. bit foggy feel bit nauseous pill day see side effects go away time. need reconsider dr benefits outweigh side effects,2,,"Started taking this 3 days ago for AF and find that it makes me really tired few hours after I take it. Bit foggy too and feel bit nauseous 
On 12 a pill a day  
Will see if the side effects go away with time.  If not will need to reconsider with the dr if the benefits outweigh the side effects",183,0.7,-0.4,Negative,-0.1513,Negative
Metoprolol,For Angina,"using metoprolol months high blood pressure angina. hasnt done much blood pressure (bp) date, helped angina fast heart rate control. heres hoping soon ill see nice reduction bp. feel much better continue use it.",1,,"I have been using metoprolol for 2 months for high blood pressure and angina. It hasnt done much for my blood pressure (bp) as of this date, but has helped my angina and fast heart rate is under control. Heres hoping soon Ill see a nice reduction in my bp. I feel so much better and will continue to use it.",211,0.64,0.19333333333333336,Poitive,0.3182,Poitive
Metoprolol,For High Blood Pressure,blood pressure go. crept always tachycardia. far brought pressure heart rate little. makes fatigued feel like breath taken away times. plus ataxia make worse. whoa dreams something else.,4,,I had my blood pressure go up to 180120. It crept up on me and I have always had tachycardia. So far it has brought my pressure down some and my heart rate a little. But it makes me very fatigued and I feel like my breath is taken away from me some times.  A plus is I have ataxia and it does not make that worse. But whoa the dreams are something else.,186,0.7000000000000001,-0.1625,Negative,-0.5302,Negative
Metoprolol,For Atrial Fibrillation,"im third day metoprolol feel mellow. heart feels quiet way feel finally hit pavement dirt road. feel nervous natural rhythm manipulated comes heart, ill say. attack pericarditis weeks ago atrial fibrillation two days ago. told normal pericarditis. metoprolol recommended heart recovers.",3,,"Im on my third day of metoprolol and feel very mellow.  My heart feels quiet in the way you feel when you finally hit the pavement after a dirt road.  I feel nervous having my natural rhythm manipulated but when it comes to the heart, Ill just do what they say.  Had an attack of pericarditis 3 weeks ago and then Atrial fibrillation two days ago.  I was told that this was normal after pericarditis.  Metoprolol is recommended while heart recovers.  ",286,0.5638888888888889,-0.041666666666666664,Negative,-0.8271,Negative
Metoprolol,Metoprolol Tartrate (metoprolol),"heart stopped, vitals bp heart rate climbing, used adenacard ! put metoprolol tar heart stopped times. ablation, small runs bad, norwalk virus month ago, stressed heart, metoprolol wont control heart more! please help! information please! thanks",4,,"Had heart stopped, my vitals was bp 203197 and heart rate  was 253 and climbing, they used adenacard ! 
They put me on metoprolol tar 
Heart been stopped 4 times. 
Had ablation on 42205, 
Have small runs but not bad, now 
I had norwalk virus a month ago,
It stressed my heart, now the metoprolol wont control my
heart any more! Please help!
Any information please!
Thanks",245,0.44166666666666665,0.05664062500000004,Poitive,0.6841,Poitive
Metoprolol,For Supraventricular Tachycardia,"one week, side effects including back ache severe. took three weeks determine drug. complications ceased immediately upon taken drug. quit without dr orders",1,,"After about one week, the side effects including back ache were severe.   It took about three weeks to determine it was the Drug.  The complications ceased immediately upon being taken off the drug. Do not quit without dr orders",156,0.0,0.0,Negative,-0.6369,Negative
Metoprolol,For Heart Attack,"began months attack low dose per day smallest dosage pill) began sleeping hours day. also, seemed care anything- said inappropriate comments, pulled traffic recklessly, damaged gardening equipment. nothing seriously bad happened learn concentrate differently. three years number concerns stopped taking med- sexual desire increased erections, urine stream strong, fewer trips bathroom, care future again. said - think metoprolol helped recover began taking again, going talk doctor discontinuing it.",4,,"Began 6 months after attack a very low dose (12 per day of smallest dosage pill)
Began sleeping 12 to 16 hours each day. Also, seemed not to care about anything- said inappropriate comments, pulled out into traffic recklessly, and damaged gardening equipment. Nothing seriously bad happened but I had to learn to concentrate differently. After three years I had a number of concerns and stopped taking this med- sexual desire increased as did erections, urine stream strong, fewer trips to the bathroom, and I care about the future again. 
With all that said - I think Metoprolol helped me to recover and I began taking it again, but I am going to talk to my doctor about discontinuing it.",499,0.5430555555555555,0.03888888888888891,Poitive,0.8469,Poitive
Metoprolol,For Atrial Fibrillation,constant afib years though mostly tolerable. times though spells usually run less minutes heart rate around plus pain. worst battle level lasted minutes. take metoprolol times day regular basis add another biggies settles heart rate quickly. luckily side affects would love find something else quickly slows heart rate ... mainly avoid pain spooky stuff goes a;long it. ive angioplasties stents since.,5,,I have had constant afib for over 2 years though mostly tolerable. At times though I have spells that usually run less than a few minutes with a heart rate of around 190 plus and pain. My worst battle with this level lasted about 15 minutes. I take 50mg of Metoprolol 2 times a day on a regular basis but add another 50 if I have the biggies and that settles the heart rate down quickly. Luckily I have no side affects but would love to find something else that quickly slows the heart rate ... mainly to avoid the pain and spooky stuff that goes a;long with it. Ive had 11 angioplasties and 10 stents since 1990 and am 70.,401,0.4493589743589744,0.04166666666666667,Poitive,-0.7906,Negative
Metoprolol,For High Blood Pressure,"complaint makes feel tired around noon time. sometimes ill take forty five minute nap get home work, usually feel re-energized. control blood pressure well.",3,,"My only complaint is that it makes me feel tired around noon time. Sometimes Ill take a forty five minute nap after I get home from work, then I usually feel re-energized. It does control blood pressure well.",156,0.5375,-0.3625,Negative,-0.7906,Negative
Metoprolol,For High Blood Pressure,"taking daily around years. caused lb. weight gain cant seem shake; that, worked well blood pressure control. good side effect - longer get migraine headaches nearly much used to.",4,,"I have been taking 50mg daily for around 2 years. Caused a 25 lb. weight gain that I cant seem to shake; other then that, its worked well for blood pressure control. Good side effect - I no longer get migraine headaches nearly as much as I used to.",178,0.26666666666666666,0.3,Poitive,0.7729,Poitive
Metoprolol,For Heart Failure,"took toprolol kid type heart failure. doctor said athletes get age switched metoprolol daily. years new doctor took began jumping awake gasping air. diagnosed severe sleep apnea put cpap. never helped kept it, turned pressure wide open. still jumped awake nights. doctor beside finally placed back metoprolol two weeks sleep apnea disappeared.",5,,"I took toprolol as a kid for a type of heart Failure. My doctor said it was same as what athletes get at age 29 I had been switched to Metoprolol 50mg once daily. After a few years a new doctor took me off of it and I began jumping awake gasping for air. I was diagnosed with severe sleep apnea and put on a CPAP. It never helped I Kept having it, turned up until the pressure was wide open. but still I jumped awake at nights. My doctor was beside himself with what to do and finally I was placed back on the Metoprolol 50Mg and in two weeks my sleep Apnea disappeared.",343,0.3792207792207792,-0.040043290043290054,Negative,-0.8402,Negative
Metoprolol,For Supraventricular Tachycardia,"svt tachycardia yrs, episode caused go er adenosine. svt ablasion told continue metoprolol-bid continue managing hypertension however pulse low advised take. today bp hr took pill hrs later feel crappy, retook hr. thinking need refigure another med manage htn drop pulse low...",2,,"SVT Tachycardia 30 yrs, episode 22016 caused me to go to ER with Adenosine.  Just had an SVT Ablasion 511 and was told to continue Metoprolol 25mg 1-bid to continue managing my Hypertension however my pulse is now low and it not above 55 advised to not take.  Today BP 15186 HR 60 so took pill and now a few hrs later feel crappy, retook 14283 HR 51.  Thinking they need to refigure another med to manage the HTN that does not drop my pulse so low...",277,0.19999999999999998,0.0,Negative,-0.7783,Negative
Metoprolol,For Supraventricular Tachycardia,"always super high pulse last time went doctor prescribed lower prevent migraines. ive almost month daily. day feel tired, gross heavy feeling chest. also cant sleep night anymore. im going back doctor days try switch something else.",2,,"I always have a super high pulse and the last time I went to the doctor he prescribed me this to lower it and prevent migraines. Ive been on it for almost a month now at 25mg once daily. During the day I feel tired, and have this gross heavy feeling in my chest. I also cant sleep at night anymore. Im going back to the doctor in a few days to try to switch to something else.",232,0.30916666666666665,-0.013333333333333343,Negative,-0.4019,Negative
